salinity,temperature,humidity,time_of_day,moisture_below_60
7.95,34.1,56,11.57,0
0.63,30,66,22.55,1
1.27,30.1,66,23.7,1
1.55,30.3,66,23.85,1
0.95,35.4,50,12.4,1
1.5,36,50,13.47,1
0.68,35.3,56,15.47,1
0.73,33.1,59,18.65,1
0.64,31.3,63,20.52,1
1.28,33,59,9.67,1
1.76,32.4,63,19.3,1
1.52,32.1,63,20.58,1
0.4,31.3,71,22.65,1
0.97,28.2,84,3.67,1
0.76,30.1,75,8.75,1
1.7,33.3,63,10.65,1
1.99,34.4,60,11.77,1
1.39,34.2,53,13.65,1
0.97,35.3,50,14.72,1
0.78,31.2,66,20.47,1
4.98,32.3,59,19.93,0
7.98,31.1,63,21.98,0
1.58,29.3,70,0.33,1
1.4,30.3,70,23.5,1
1.98,28.2,89,20.3,1
1.5,28.2,84,5.12,1
0.81,28.3,84,5.68,1
0.87,28.1,84,7.03,1
1.14,28.1,84,7.1,1
1.92,28.3,84,7.27,1
1.55,30,63,9.33,1
1.33,30.3,75,9.55,1
1.28,34.3,56,12.27,1
0.63,34.1,63,13.47,1
1,27.2,94,22.83,1
1.67,32.1,67,9.92,1
1.3,33.2,63,10.57,1
1.6,34.4,63,11.57,1
1.83,30.2,70,0.92,1
1.19,30.2,79,21.47,1
0.55,30.4,79,21.75,1
0.87,30.4,66,2.98,1
5.03,29,75,7.08,0
3.5,34.1,50,18.22,0
0.96,30.3,66,22.9,1
1.92,29.4,66,0.78,1
0.98,29.1,66,3.33,1
0.95,33,59,10.95,1
0.58,34.1,56,11.3,1
1,36,50,13.35,1
0.94,35.1,50,14.9,1
1.03,34.2,53,16.67,1
1.37,29.3,70,4.68,1
1.83,29.3,70,5.18,1
1.3,29.3,70,6.67,1
0.53,33,59,9.95,1
1.84,33.2,59,10.98,1
1.69,33.2,59,11.17,1
1.38,35.1,53,15.42,1
1.83,35.2,53,16.02,1
1.71,35.3,53,16.37,1
0.91,32.3,63,21.13,1
1.59,31.3,71,23.22,1
1.33,28.1,84,3.87,1
0.4,28.3,79,4.53,1
0.69,28.3,79,4.65,1
0.54,28,84,5.33,1
0.98,29.1,79,7.25,1
0.51,30.4,75,7.72,1
1.61,32.2,67,9.78,1
1.55,34.2,60,12.62,1
1.84,35.4,47,16.8,1
1.91,31,66,20.9,1
0.84,31.4,63,23.02,1
0.51,30.3,70,0.2,1
1.81,32.5,52,13.57,1
1.86,36.2,50,14.17,1
1.43,28.2,89,20.28,1
1.58,28.2,79,22.6,1
1.45,29.1,70,23.87,1
1.62,28,84,3.52,1
1.18,28.3,84,7.38,1
1.49,32.1,71,12.77,1
1.54,32.1,71,12.92,1
1.97,34.4,63,13.62,1
1.24,33.2,63,10.73,1
0.5,35.2,56,14.17,1
0.58,35.2,56,14.18,1
5.48,30.2,70,16.58,0
0.49,30.4,70,0.57,1
0.44,31.2,71,17.88,1
7.02,31,63,22.87,0
2.12,31,63,22.9,0
8.98,30.1,66,23.75,0
2.55,30.3,66,4.7,0
3.54,29.2,75,5.88,0
5.98,30.3,70,7.62,0
1.18,30.3,70,8.27,1
1.26,34.2,50,17.78,1
6.96,32.1,59,19.43,0
1,30.1,66,23.12,1
1.87,29.4,66,1.18,1
1.97,29.3,66,1.37,1
1.15,29.2,66,2.88,1
1.48,31.7,55,10.07,1
0.95,33.1,59,10.53,1
1.78,33.3,59,10.62,1
1.46,31.9,54,14.83,1
1.5,34.1,53,16.4,1
1.96,34.1,53,16.5,1
1.73,31.1,63,22.67,1
1.63,30.3,66,0.9,1
1.51,29.2,66,5.38,1
0.86,29.1,66,6.15,1
0.69,33.2,59,10.07,1
0.89,35.2,53,14.5,1
1.34,35,53,16.3,1
1.04,34.3,60,18.45,1
1.82,28.5,72,19.05,1
0.53,31.2,66,22.27,1
1.44,28.1,84,3.55,1
0.47,28.1,79,4.93,1
0.48,28.1,84,5.6,1
0.64,29,67,8.93,1
1.16,35,50,15.22,1
1.96,33.3,59,18.5,1
0.75,35.4,53,14.35,1
1.53,29.3,70,0.2,1
0.75,29.3,75,1.02,1
1.05,28.2,79,1.52,1
1.73,28.1,79,2.15,1
1.47,28,84,4.08,1
0.82,28.2,84,4.7,1
1.36,28.3,84,7.75,1
1.62,28.1,84,7.8,1
1.31,34.2,56,11.75,1
1.46,32.1,71,13.28,1
1.97,25.9,85,22.58,1
1.87,33.2,63,10.53,1
0.63,34.4,60,12.12,1
1.79,35.3,56,13.43,1
0.5,31.6,60,14.05,1
1.5,33,56,11.15,1
0.46,32.3,71,18.53,1
0.91,30,79,21.55,1
3.07,31,63,22.8,0
1.22,29.1,75,5.28,1
3.01,33.4,59,9.75,0
6.36,33.3,59,9.88,0
4.75,33.4,63,10.95,0
6.64,32.1,59,19.35,0
1.69,29.3,66,5.53,1
0.5,34.3,56,11.9,1
1.24,35.1,50,14.35,1
0.77,35.3,56,15.67,1
1.9,34.1,53,17.17,1
0.83,31.3,63,20.28,1
0.6,31.3,63,21.9,1
1.98,31.1,63,22.68,1
1.39,31.2,63,23.68,1
0.49,29.3,70,4.75,1
1.73,29,70,6.82,1
0.57,28.6,70,8.92,1
1.1,33.2,59,10.28,1
1.01,35.1,50,14.22,1
0.64,34.4,60,19.18,1
0.42,29.1,79,6.57,1
1.64,29,67,8.9,1
1.87,34.3,53,13.88,1
1.27,32.4,63,19.78,1
0.61,32.4,63,20.17,1
1.64,34.1,50,17.6,1
1.29,30.1,66,23.72,1
8.17,33.2,63,12.17,0
1.63,28.3,79,21.72,1
0.99,29.1,70,23.82,1
1.06,29.3,75,0.9,1
1.6,29.3,75,1.13,1
1.39,28.2,79,1.6,1
0.87,28,79,2.07,1
0.46,29.1,75,2.38,1
1.81,29.4,75,2.63,1
1.27,28.1,84,7.87,1
1.47,28.1,84,8.13,1
1.41,34.2,56,11.4,1
0.44,32.1,71,13.23,1
1.74,31.3,66,16.68,1
0.69,28.1,89,6.92,1
0.43,32.1,67,10.03,1
0.92,34.1,60,11.57,1
0.53,34.1,60,11.68,1
0.62,34.4,60,12.07,1
1.14,34.4,60,12.22,1
1.97,35.3,56,13.68,1
0.54,32.3,71,10.25,1
1.07,34.4,63,12.15,1
1.8,30.3,70,1.07,1
0.96,30,79,21.65,1
6.18,30,70,0.33,0
4.83,33.3,59,9.9,0
1.55,34,56,11.5,1
1.31,29.1,66,2.57,1
0.42,29.2,66,4.18,1
1.42,29.2,66,4.23,1
1.57,29.1,66,5.68,1
1.79,35.1,50,13.25,1
0.91,36,50,13.58,1
1.7,31.1,63,23.37,1
0.52,29,66,5.87,1
0.43,35.4,53,16.97,1
0.86,32.3,63,20.32,1
1.74,29,75,23.6,1
1.62,27,84,1.52,1
0.87,34.2,60,13.2,1
1.72,35,50,14.97,1
1.39,35,50,15.25,1
1.26,35.4,47,16.78,1
0.64,33.3,59,19.12,1
1.16,31.2,63,22.55,1
0.51,34.4,50,17.48,1
3.93,31.2,63,20.47,0
1.84,30.3,66,23.48,1
1.71,29.3,75,1.53,1
3.36,33.2,63,12.33,0
1.09,36.2,50,13.72,1
0.89,28.1,79,2.22,1
0.7,29.2,75,3.25,1
1.93,28.2,84,6.08,1
0.65,28.2,84,6.18,1
0.86,28.1,84,8,1
1.98,28,72,8.8,1
1.54,32.1,71,12.63,1
0.82,27.2,94,21.85,1
1.41,32.1,67,9.8,1
0.84,34.2,60,12,1
1.12,35.2,56,12.55,1
1.26,35.3,56,13.5,1
1.84,35.2,56,14.1,1
0.84,29.2,79,15.68,1
1.76,29.3,79,18.98,1
0.95,34.3,60,10.27,1
0.74,35.2,42,13.33,1
0.87,35.1,42,14.07,1
0.54,29.2,84,6.13,1
5.75,29.1,75,5.42,0
3.37,29.2,75,6.75,0
4.15,30.3,70,7.58,0
1.42,34.2,50,17.53,1
1.8,29.4,66,0.63,1
1.51,29.4,66,1.2,1
1.15,29.1,66,1.68,1
1.54,29.1,66,3.18,1
1.89,29.3,66,5.4,1
1.25,31.2,66,8.75,1
1.6,33,59,9.98,1
1.91,35.4,50,12.3,1
1.85,31.1,63,21.4,1
1.71,29.3,70,5.17,1
0.74,29,66,5.98,1
0.91,33.2,59,10.17,1
1.9,34.4,56,12.1,1
0.67,34.3,56,13.02,1
1.66,35.4,50,13.75,1
0.52,35.1,53,14.8,1
1.65,34.3,60,17.88,1
1.63,34.3,60,17.92,1
1.87,34.1,60,18.17,1
1.71,32.1,63,19.83,1
1.6,31.3,71,22.78,1
1.63,28.1,79,4.43,1
1.75,29,67,8.97,1
1.45,33.3,63,10.68,1
1.39,34.1,60,11.82,1
1.78,27.1,78,19.05,1
0.58,32,63,19.72,1
1.89,31.1,63,23.17,1
0.61,30.1,70,23.47,1
0.47,30.3,70,0.1,1
2.57,31.2,63,20.55,0
0.73,32.5,52,13.58,1
0.52,35.4,53,14.47,1
0.86,35.2,53,14.67,1
1.23,35.2,53,15.22,1
1.72,29.2,75,1.45,1
0.43,28,84,3.62,1
1.24,32.1,71,12.88,1
1.85,28.3,89,6.57,1
1.51,34.2,60,11.83,1
1.43,35.1,56,12.38,1
0.5,29,79,18.75,1
1.56,29.2,79,19.02,1
1.48,30.2,70,19.97,1
1.93,34.2,63,11.52,1
1.68,34.4,63,12.27,1
1.01,31.1,75,19.45,1
0.67,30.2,79,20.87,1
8.68,31.2,63,22.17,0
1.84,31,63,22.37,1
1.68,30,70,0.4,1
4.74,30.2,70,0.95,0
4.35,30,66,2.6,0
5.86,30.3,66,4.93,0
5.96,35,53,13.42,0
1.93,35.4,50,16.02,1
0.67,34.4,50,17.58,1
1.6,29.4,66,1.23,1
1.49,29,66,1.83,1
1.4,29.1,66,2.15,1
0.89,29.1,66,2.32,1
1.41,29.2,66,2.87,1
1.21,29.3,66,5.07,1
1.6,31.2,66,8.37,1
1.55,28.7,69,8.9,1
1.71,30.4,61,9.2,1
1.11,33.2,59,9.3,1
1.39,32.2,53,13.2,1
0.74,33.1,59,18.67,1
1.2,31.2,63,22.9,1
0.7,30.1,70,1.8,1
1.93,30.4,70,2.17,1
1,35.1,53,15.47,1
1.93,35.2,53,16.02,1
0.47,34.1,60,17.72,1
1.66,32.2,63,20.85,1
0.43,31.2,66,21.92,1
1.52,27.2,78,7.6,1
1.45,32.2,67,9.73,1
0.81,33.2,63,10.93,1
1.87,34.3,60,12.42,1
1.65,35,50,14.93,1
1.1,35.1,44,15.43,1
1.05,31,66,20.82,1
1.74,31.1,66,21.17,1
0.67,31.2,66,21.83,1
4.34,31.2,63,20.32,0
6.48,31.2,63,20.37,0
1.8,30.3,66,23.52,1
0.95,35.2,53,15.13,1
0.69,30.2,70,19.52,1
1.72,26,87,21.58,1
0.68,28.4,79,21.82,1
0.86,28.2,79,1.63,1
0.67,28.3,84,4.8,1
1.43,28.2,84,6.02,1
1.24,28.1,84,7.07,1
1.49,28.1,84,7.83,1
1.82,32.1,71,12.65,1
1.97,28.4,89,3.5,1
1.39,32.2,67,9.28,1
0.79,33.4,63,11.07,1
1.03,35.3,56,13.45,1
1.69,29.2,79,16.2,1
0.99,31,71,21.68,1
1.74,32.1,63,10.15,1
1.12,34.2,53,18.6,1
1.49,32.2,71,18.33,1
2.54,31,63,22.42,0
3.75,30.1,66,23.83,0
1.88,30.3,66,4.82,1
2.85,30.4,70,7.82,0
0.42,30.3,66,0.07,1
1.5,29.2,66,2.83,1
1.69,29.2,66,4.63,1
1.48,29.3,66,5.32,1
1.36,29.3,66,6.38,1
1.37,34.2,56,12.22,1
1.13,36.2,50,13.77,1
1.47,35.1,50,15.18,1
1.66,33.1,59,18.62,1
0.81,33.1,59,19.22,1
0.73,30.1,70,1.33,1
1.92,30.1,70,1.52,1
0.43,30,66,2.93,1
1.7,30.3,66,3.1,1
1.86,33.2,59,10.18,1
1.05,35.4,50,13.92,1
0.88,35.1,53,15.12,1
0.51,35,53,15.62,1
1.71,35.1,53,17.03,1
1.29,32.1,63,19.75,1
1.09,32.2,63,20.1,1
1.48,31.3,71,22.72,1
1.05,28.1,84,5.63,1
1.16,33.3,63,10.75,1
1.81,35.3,50,14.78,1
1.29,35,50,14.83,1
1.1,32,63,19.77,1
0.53,31.1,66,21.13,1
3.24,32.2,59,19.7,0
0.54,32.4,56,10.53,1
1.96,35.4,53,14.28,1
1.33,29.1,70,23.98,1
1.48,28.2,84,5.9,1
0.8,30,63,9.22,1
1.08,30.3,75,9.78,1
0.89,33,63,10.93,1
1.71,33.4,63,11.23,1
1.98,33.3,67,14.37,1
1.33,28.2,89,20.73,1
1.39,33.2,63,10.68,1
1.82,34.4,63,12.22,1
1.05,31.3,71,21.42,1
1.11,29,70,2.3,1
1.06,29.1,84,3.7,1
0.62,30.1,66,3.2,1
3,29.1,75,5.43,0
0.78,29.2,66,3.8,1
0.96,29.2,66,3.98,1
0.54,29.2,66,4,1
1.71,33.3,59,10.7,1
1.23,34,56,11.65,1
1.44,36,50,13.72,1
1.12,36.2,50,13.85,1
1.53,36.1,50,14.2,1
0.53,31.1,63,21.28,1
1.46,31,63,23.13,1
1.98,26,85,23.52,1
0.72,30.1,66,1.23,1
1.19,30.1,66,3.38,1
0.68,29.2,70,7.15,1
1.52,29.2,70,7.25,1
1.37,35.1,53,14.92,1
0.66,32.2,63,20.23,1
0.68,34.4,60,11.47,1
1.61,35.3,47,17.08,1
1.23,33,59,18.73,1
0.87,31.2,66,20.48,1
0.61,31,66,20.95,1
0.89,30.3,79,0.53,1
1.26,35.3,47,16.97,1
0.59,34.4,50,17.47,1
1.59,34,50,17.97,1
0.62,30.1,66,23.92,1
1.89,32.5,52,13.57,1
0.58,28.2,89,20.4,1
0.48,29.3,70,0.3,1
1.39,28,79,2.02,1
1.46,29.1,75,2.52,1
1.43,28,84,3.68,1
1.77,28.4,84,4.35,1
0.92,30,63,9.15,1
1.77,30,63,9.42,1
1.54,32.2,71,12.42,1
0.56,34.4,63,13.7,1
1.17,34.2,63,13.85,1
6.67,30.3,70,17.98,0
1.7,34.3,60,10.55,1
3.41,31.2,63,22.22,0
2.84,30.1,66,23.6,0
5.36,30.1,66,1.67,0
1.9,29.1,75,5.75,1
3.78,28.2,72,8.65,0
7.41,30,62,9.27,0
4.37,33.3,56,18.42,0
0.86,29.1,66,1.7,1
0.79,29,66,1.98,1
0.94,29.1,66,2.62,1
1.75,34.3,56,11.98,1
0.95,35.3,56,15.27,1
1.89,30.4,70,2.15,1
1,30.2,66,4.23,1
0.94,31.4,63,7.6,1
0.94,33.2,59,11.1,1
0.56,35.2,53,14.35,1
1.09,35.2,53,14.67,1
0.45,35.2,53,14.7,1
1.71,35.2,53,15.83,1
0.94,35.1,53,17.18,1
1.1,26.4,82,20.63,1
1.75,31.1,66,21.3,1
1.58,31.2,66,21.9,1
0.95,27.1,84,2.2,1
0.55,28.1,84,5.83,1
1.58,33.2,63,11,1
1.74,34.2,60,12.77,1
1.99,33.3,59,19.22,1
1.28,32.1,63,19.47,1
1.01,27.1,78,19.58,1
0.46,32.4,63,19.8,1
0.6,31.4,63,22.87,1
0.93,34,50,17.77,1
0.72,30.3,66,23.5,1
4.06,32.1,63,13.8,0
0.64,28.2,84,6.22,1
0.9,28.3,84,7.35,1
0.98,28.3,84,7.68,1
0.64,28.3,84,7.7,1
1.84,34.2,56,11.3,1
1.05,31.3,66,16.63,1
0.71,30.4,61,11.88,1
1.6,29.2,79,19.18,1
0.43,30.1,70,19.33,1
0.5,30.2,70,19.83,1
1.37,34.2,63,11.43,1
1.62,29.3,84,4.43,1
0.43,31.2,71,17.8,1
1.49,32.4,71,19.28,1
1.33,30.4,79,21.97,1
8.7,33.4,53,18.85,0
1.81,30.1,66,23.68,1
1.52,29.4,66,3.65,1
0.44,29.3,66,5.55,1
1.71,31.2,66,7.43,1
1.18,33,59,10.85,1
0.88,34.2,56,12.12,1
1.79,35.1,50,13.13,1
1.5,36.2,50,13.92,1
1.66,31.2,59,16,1
1.26,34.1,53,17.12,1
1.45,32,59,19.33,1
1.31,25.3,88,0.58,1
0.69,31.4,63,8.15,1
1.98,34,56,11.95,1
1.8,35.4,50,13.57,1
1.13,32.2,63,20.9,1
1.27,28.2,84,3.62,1
1.41,32.4,67,10,1
0.48,32.1,63,19.35,1
0.63,31.1,63,22.4,1
1.4,35.2,47,17.28,1
8.76,31.2,63,20.35,0
8.27,31.2,63,20.48,0
1.77,36.2,50,13.88,1
1.8,36.2,50,14.08,1
0.83,31.9,54,14.2,1
1.52,29.1,70,23.5,1
1.08,29.2,70,23.53,1
1.51,29.2,75,0.43,1
1.71,29.2,75,3.22,1
1.39,28.2,84,4.78,1
1.41,28.1,84,6.77,1
0.57,28.1,84,7.13,1
1.7,28.1,89,18.03,1
0.61,28.4,89,0.38,1
1.11,34.2,60,11.92,1
0.46,34.4,60,12.2,1
1.6,35.3,56,13.32,1
0.4,31.6,60,14.03,1
0.69,35.2,56,14.13,1
0.55,29.2,79,19.05,1
0.95,30.2,70,0.78,1
3.9,30.2,66,5.2,0
3.15,29.2,75,5.82,0
0.99,34.2,50,17.52,1
1.19,30.1,66,23.15,1
1.55,30.3,66,0.03,1
1.4,29.4,66,5.97,1
1.58,33.2,59,9.38,1
1.79,33,59,9.95,1
1.05,32,59,19.42,1
1.28,31.3,63,20.48,1
1.42,34.4,56,12.17,1
1.94,31.2,66,22.07,1
1.91,28,84,5.45,1
1.86,29.1,79,6.78,1
0.49,32.3,67,10.2,1
1.98,33.3,63,10.77,1
1.08,34.1,60,11.93,1
1.38,33.5,48,12.05,1
1.45,34.3,60,12.4,1
0.98,34.3,53,13.43,1
1.09,35.2,50,14.47,1
0.44,35.3,47,16.95,1
0.66,32.1,63,19.32,1
1.44,31.1,66,21.5,1
0.8,31.2,66,21.65,1
1.64,31.1,63,22.25,1
1.34,35.2,47,17.17,1
7.37,31.1,63,22,0
3.81,33.2,63,12.4,0
0.79,31.1,71,22.03,1
1.76,36.2,50,13.67,1
1.24,36.2,50,13.93,1
0.79,35.4,53,14.32,1
1.73,28.4,79,23.23,1
0.41,28.1,84,5.45,1
1.54,34.1,63,13.43,1
0.9,32.1,67,9.98,1
1.02,34.4,60,12.2,1
0.75,35.3,56,13.67,1
1.75,30.1,70,19.42,1
0.73,31.3,71,22.22,1
0.82,26.2,82,21.18,1
1.2,30.4,79,21.77,1
6.75,30.2,70,1.1,0
2.84,29,75,7.17,0
2.06,28.2,72,8.62,0
0.61,29.2,66,4.03,1
1.45,29.2,66,4.22,1
1.43,33.3,59,10.73,1
0.63,34.2,53,16.95,1
0.78,34.1,53,17.07,1
1.14,32,59,19.45,1
0.95,32,59,19.65,1
1.77,31.3,63,20.3,1
0.85,31.3,63,21.95,1
1.2,31.2,63,23.58,1
0.85,30,66,2.42,1
0.5,30,66,2.85,1
0.67,29.3,70,4.7,1
1.75,29,66,5.53,1
0.96,31.4,63,8.27,1
1.58,35.4,50,13.65,1
1.56,34.4,60,19.22,1
0.82,32.4,63,19.4,1
1.08,29.3,75,23.87,1
1.97,33.2,63,11.13,1
1.92,31.1,63,22.42,1
1.38,30.3,70,0.23,1
4.74,31.1,63,21.53,0
1.87,36.2,50,13.62,1
1.53,35.3,53,15.05,1
1.48,35.1,53,13.63,1
0.68,29.2,70,23.65,1
1.91,29.3,70,0.07,1
1.34,34.1,63,13.37,1
0.42,34.2,60,11.93,1
1.22,34.2,60,11.98,1
1.99,34.4,60,12.17,1
1.05,35.1,56,12.28,1
0.67,35.2,56,12.57,1
0.52,30.3,70,19.63,1
1.39,29.2,84,5,1
1.88,29.4,75,15.03,1
1.92,30.2,79,20.97,1
0.8,30.1,66,23.67,1
0.49,30.1,66,23.73,1
0.76,29.2,66,2.93,1
1.46,31.2,66,8.55,1
1.58,31.2,66,8.68,1
1.96,34,56,11.73,1
0.96,35.4,50,12.27,1
1.24,35.2,50,12.9,1
1.89,36,50,13.53,1
1.39,36.1,50,14.05,1
0.69,35.1,50,15.22,1
0.7,31.1,63,20.73,1
0.94,31.1,63,22.47,1
1.22,31.2,63,22.95,1
0.75,30.4,66,2.73,1
1.28,30.1,66,3.4,1
1.96,33,59,9.98,1
1.18,34.3,56,12.98,1
1.63,35.1,50,14.28,1
1.37,28.5,72,18.83,1
0.81,31,71,22.33,1
1.48,29,75,23.65,1
0.57,28.3,79,4.57,1
0.88,30.1,75,8.4,1
0.99,32.2,67,9.55,1
0.53,34.4,60,11.42,1
1.19,35,50,14.9,1
1.14,34.1,47,17.32,1
1.38,32.4,63,20.1,1
0.89,31,66,21,1
0.99,30.2,70,23.6,1
1.64,35.2,47,17.13,1
1.65,35.2,47,17.23,1
0.93,34.4,50,17.37,1
8.64,32.3,59,19.98,0
3.48,31.2,63,20.43,0
7.67,31.1,63,21.4,0
1.05,30.1,66,23.9,1
1.53,26.6,83,19.8,1
0.86,29.3,75,1.03,1
1.27,28.1,79,2.1,1
1.15,28.1,79,2.25,1
0.45,28.2,84,5.13,1
1.31,28.1,84,8.18,1
1.36,33,63,10.95,1
0.75,32.2,71,12.5,1
0.72,34.1,60,11.58,1
0.97,35.2,56,12.68,1
1.93,35.3,56,13.72,1
0.76,30.2,70,19.9,1
1.2,34.4,60,11.15,1
1.56,31,71,23.05,1
0.43,36,42,16.67,1
1.84,33.3,53,19.28,1
1.37,30,79,20.6,1
0.63,30,79,20.63,1
2.41,30.1,70,0.65,0
1.57,30.3,66,23.92,1
1.24,29.1,66,1.67,1
1.74,29.1,66,2.22,1
0.61,31.2,66,8.65,1
1.94,36,50,13.42,1
1.1,34.3,56,17.38,1
1.79,33.4,59,18.35,1
1.48,31.3,63,20.53,1
1.35,31,63,23.02,1
1.45,30.3,70,1.75,1
0.75,30.1,66,3.5,1
0.5,30.1,66,3.7,1
0.77,29.3,70,5.2,1
0.53,34.4,56,12.02,1
1.39,34.1,56,13.23,1
0.43,32.3,63,21.22,1
1.1,27.1,84,1.97,1
0.84,27.1,84,2.07,1
1.96,28.1,84,3.38,1
0.63,29.1,79,7,1
0.76,30.4,75,7.73,1
1.68,30.1,75,8.25,1
1.35,32.3,67,10.1,1
1.51,32.9,49,11.1,1
0.86,34.1,60,12.93,1
0.51,34.1,53,14.25,1
1.23,35.3,47,17.13,1
1.14,33.2,59,18.85,1
1.29,31.2,66,21.62,1
5.12,26.7,80,20.57,0
1.14,29.3,75,1.55,1
0.76,36.2,50,13.75,1
0.77,30.1,70,20.1,1
1.04,28.2,79,22.75,1
1.36,29.2,75,0.45,1
0.62,29.2,75,3.15,1
0.96,29.2,75,3.18,1
1.92,30.4,75,9.97,1
1.84,34.2,56,11.38,1
1.79,34.2,56,11.42,1
0.92,34.2,63,13.95,1
1.02,32.1,67,10,1
1.74,35.1,56,12.98,1
1.64,29,79,15.93,1
0.59,30.3,70,19.73,1
0.86,34.4,63,12.18,1
0.54,35,56,12.5,1
0.94,30.5,60,16.65,1
1.68,30.2,79,21.35,1
1.53,30.2,79,22.07,1
3.08,31,66,21.1,0
1.44,30.1,66,23.67,1
2.44,33.4,53,18.88,0
1.78,30.1,66,23.75,1
1.02,29.4,66,0.53,1
0.47,29.3,66,5.27,1
0.8,33.2,59,9.5,1
0.78,35,50,12.75,1
1.88,36,50,13.4,1
1.14,30.3,66,0.32,1
1.52,29,70,7.05,1
0.64,33.2,59,11.02,1
0.61,34.1,56,12.38,1
1.27,35.4,50,13.98,1
1.53,35.1,50,14.15,1
1.35,35.1,53,15.33,1
1.25,35,53,16.72,1
1.98,28.3,79,4.58,1
1.75,34.1,60,11.9,1
1.16,32.1,63,19.28,1
1.7,31.3,66,22.23,1
0.87,35.3,47,17,1
1.78,34.1,50,17.72,1
1.95,34,50,17.83,1
2.71,31.1,63,20.95,0
0.79,35.2,53,14.57,1
1.42,31.3,71,19.07,1
1.73,28.2,89,20.37,1
1.4,28.3,84,5.72,1
1.12,28.3,84,7.42,1
1.64,33.3,67,14.35,1
0.49,29,79,18.73,1
1.88,33.1,59,11.17,1
2.66,30.1,70,0.6,0
1.4,34.2,50,17.92,1
7.12,33.3,53,19.17,0
1.56,30.1,66,23.2,1
1.44,29.1,66,3.08,1
1.08,29.2,66,6.18,1
1.71,29.3,66,6.37,1
1.64,29.3,66,6.85,1
1.82,35.1,50,13.27,1
1.08,36,50,13.65,1
1.04,34.2,56,18.1,1
0.84,31.1,63,22.12,1
0.64,25.3,88,0.62,1
0.74,30.3,66,1,1
1.27,29,70,6.85,1
0.6,31.2,63,7.33,1
1.94,34,56,11.65,1
0.99,34.1,56,12.28,1
0.73,35.1,53,15.3,1
1.56,35.2,53,15.97,1
1.75,35,53,16.22,1
1.48,34.3,60,17.9,1
1.24,32.3,63,21.17,1
1.2,28.1,84,3.9,1
1.99,29.1,79,6.53,1
1.78,32.3,67,9.37,1
1.39,34.4,60,11.45,1
1.13,34.2,60,12.12,1
0.65,34.2,60,12.22,1
1.71,34.2,60,12.27,1
1.74,35.2,50,14.38,1
0.78,34.2,47,17.88,1
1.2,31.1,66,20.77,1
0.48,31.1,66,21.07,1
1.07,31.4,63,22.82,1
0.55,30.3,79,0.52,1
0.56,35.2,47,17.07,1
0.91,35.2,47,17.18,1
1.27,36.2,50,14.13,1
1.39,35.4,53,14.48,1
1.9,28.2,84,4.63,1
0.47,28.3,84,7.52,1
1.69,33,63,10.82,1
1.83,34.2,56,11.35,1
0.62,32.1,71,12.78,1
1.17,32.1,71,13.12,1
1.26,34.1,63,13.32,1
1.64,33.4,67,14.53,1
1.5,28.3,89,0.03,1
1.41,33.2,63,10.72,1
1.4,34.4,60,12.05,1
0.84,29,79,15.83,1
1.2,29.3,79,18.8,1
0.86,25.7,87,23.62,1
1.15,36.2,42,16.1,1
1.31,29.2,75,14.93,1
1.8,30.2,79,20.8,1
1.07,30,79,21.73,1
4.39,30.2,70,1.13,0
1.95,29.4,66,0.68,1
0.64,33.2,59,9.53,1
0.9,34.1,56,11.32,1
1.07,34.2,56,12.15,1
1.49,36.1,50,14.02,1
1.46,31.1,63,22.1,1
0.47,31.4,63,8.37,1
0.54,33.2,59,11,1
0.96,35.2,50,13.33,1
0.41,35.1,53,17.13,1
1.47,34.3,60,17.8,1
1.46,34.2,60,18.7,1
1.78,32.3,63,21.15,1
0.95,29,75,23.57,1
1.82,28.1,79,4.83,1
1.57,30.2,75,7.4,1
1.74,27.2,78,7.65,1
1.21,30.1,75,7.9,1
1.06,35.2,50,14.35,1
0.65,30.3,70,23.78,1
4.9,32.3,59,19.88,0
0.97,30.2,66,22.97,1
1.94,30.1,66,23.37,1
1.79,29.3,70,0.47,1
0.57,28.4,79,22,1
1.49,28.4,79,22.03,1
1.56,29.3,75,1,1
0.5,28.3,84,5.6,1
1.5,28.3,84,7.65,1
1.12,28.1,84,8.07,1
1.14,34.2,60,11.9,1
1.88,35.1,56,12.33,1
1.58,35.1,56,12.47,1
1.87,35.2,56,13.17,1
0.5,34.2,63,11.48,1
1.6,31,63,7.93,1
7.25,31.1,63,22.67,0
4.73,31.1,63,22.72,0
7.42,30.3,66,4.6,0
3.67,29.2,75,6.63,0
0.47,34.4,50,17.68,1
1.35,34.2,50,18,1
0.74,29.4,66,1.1,1
0.82,29.1,66,2.5,1
0.85,29.1,66,3.37,1
1.96,29.3,66,5.28,1
0.9,29.2,66,6.08,1
0.67,31.3,66,8.05,1
1.39,34.3,56,17.88,1
0.95,33.1,59,19.12,1
0.87,31.1,63,21.35,1
1.48,31.2,63,22.98,1
1.15,31,63,23.17,1
1.83,31.1,63,23.28,1
1.8,30.3,66,0.98,1
1.88,30.1,70,1.37,1
0.56,31.2,63,7.78,1
1.52,34.1,56,13.05,1
1.94,34.1,56,13.27,1
1.47,35,53,15.52,1
0.99,34.1,60,18.88,1
0.79,34.1,60,18.95,1
0.59,32.1,63,19.88,1
0.89,32.2,63,20.97,1
1.09,31.2,71,22.83,1
0.59,27.1,84,2.12,1
